date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,
05.22.15,3041.7,300.0,232.4,2509.3,1158.7,177.1,31.4,3876.4,88.8,857.1,583.0,352.8,72.8,6.6,1915.2,2701.2,302.4,33.8,3.8,0.5,0.0,3041.7,1126.4,41.9,502.5,12.0,20.0,
05.21.15,3065.2,389.1,158.5,2517.5,1360.6,508.7,31.7,4418.5,74.5,1151.0,533.8,352.8,72.8,4.4,2229.2,2722.1,304.7,34.1,3.8,0.5,0.0,3065.2,836.0,40.0,480.6,12.0,19.1,
05.20.15,5698.1,224.7,393.2,5080.2,902.2,272.6,65.0,6320.0,90.0,898.7,434.4,352.8,72.8,2.9,4468.3,5060.2,566.4,63.4,7.1,0.9,0.0,5698.1,1229.7,42.8,513.6,12.0,10.1,
05.19.15,4776.9,316.9,54.1,4405.8,1202.2,15.6,27.6,5651.3,118.9,771.2,534.6,352.8,72.8,10.5,3790.5,4242.2,474.8,53.2,5.9,0.7,0.0,4776.9,986.4,44.7,536.2,12.0,12.2,
05.18.15,4989.0,322.2,207.0,4459.8,931.5,199.7,67.3,5658.3,79.7,1199.9,568.3,352.8,72.8,2.7,3382.1,4430.6,495.9,55.5,6.2,0.8,0.0,4989.0,1606.9,47.1,565.6,12.0,12.7,
05.17.15,3456.4,410.6,92.3,2953.5,1602.0,586.5,71.2,5213.2,90.3,850.0,448.7,352.8,72.8,9.4,3389.1,3069.5,343.6,38.5,4.3,0.5,0.0,3456.4,67.3,42.0,504.2,12.0,17.1,
05.16.15,4410.4,409.8,150.4,3850.2,957.7,318.7,2.7,5129.3,56.7,935.8,476.4,352.8,72.8,10.9,3223.8,3916.7,438.4,49.1,5.5,0.7,0.0,4410.4,1186.6,47.4,568.4,12.0,14.8,
05.15.15,3637.8,238.2,254.8,3144.7,1368.8,417.8,63.5,4994.7,86.1,1046.3,478.9,352.8,72.8,10.6,2947.3,3230.6,361.6,40.5,4.5,0.6,0.0,3637.8,690.5,44.7,536.2,12.0,17.1,
05.14.15,5254.0,225.3,342.6,4686.1,287.8,496.8,66.2,5536.9,84.8,921.3,439.9,352.8,72.8,8.5,3656.8,4665.9,522.3,58.5,6.5,0.8,0.0,5254.0,1597.2,48.3,579.6,12.0,12.4,
05.13.15,4512.5,416.2,271.5,3824.8,1743.9,592.6,38.2,6199.4,54.5,937.2,486.8,352.8,72.8,8.8,4286.5,4007.4,448.6,50.2,5.6,0.7,0.0,4512.5,226.0,48.4,581.3,12.0,15.2,
05.12.15,4088.1,397.4,293.0,3397.7,891.5,268.4,29.0,4586.6,79.9,965.7,568.3,352.8,72.8,7.1,2539.9,3630.5,406.4,45.5,5.1,0.6,0.0,4088.1,1548.1,47.0,563.5,12.0,16.6,
05.11.15,5901.5,317.3,377.1,5207.1,623.3,407.9,57.9,6296.1,95.0,938.5,484.3,352.8,72.8,9.7,4343.0,5240.9,586.6,65.7,7.4,0.9,0.0,5901.5,1558.5,45.6,547.3,12.0,10.5,
05.10.15,3727.6,229.9,282.0,3215.7,959.9,569.5,67.5,4812.5,111.3,1059.7,569.7,352.8,72.8,7.9,2638.2,3310.4,370.5,41.5,4.6,0.6,0.0,3727.6,1089.4,44.9,538.9,12.0,16.8,
05.09.15,4636.1,365.1,148.7,4122.3,622.2,422.8,57.7,5225.0,78.5,852.2,530.8,352.8,72.8,2.5,3335.4,4117.2,460.8,51.6,5.8,0.7,0.0,4636.1,1300.7,47.4,568.3,12.0,13.8,
05.08.15,3485.0,271.1,159.2,3054.7,892.5,237.8,23.5,4208.5,51.9,952.6,595.3,352.8,72.8,4.2,2178.9,3094.9,346.4,38.8,4.3,0.5,0.0,3485.0,1306.1,42.5,510.3,12.0,16.7,
05.07.15,4823.3,395.8,330.5,4097.1,1469.5,239.7,72.9,5879.2,90.6,841.5,599.9,352.8,72.8,7.8,3913.7,4283.4,479.5,53.7,6.0,0.8,0.0,4823.3,909.6,49.5,594.6,12.0,14.5,
05.06.15,4242.4,440.9,73.5,3728.0,1365.6,528.0,74.3,5695.9,98.9,1097.3,555.2,352.8,72.8,3.0,3515.9,3767.6,421.7,47.2,5.3,0.7,0.0,4242.4,726.5,43.5,522.0,12.0,14.0,
05.05.15,6003.9,377.3,301.0,5325.5,498.0,152.9,3.0,5979.4,54.4,1025.2,550.2,352.8,72.8,7.8,3916.1,5331.8,596.8,66.8,7.5,0.9,0.0,6003.9,2087.8,44.2,530.5,12.0,10.0,
05.04.15,4685.9,381.3,439.4,3865.2,833.0,438.8,59.7,5196.7,101.4,846.4,556.2,352.8,72.8,6.7,3260.4,4161.4,465.8,52.1,5.8,0.7,0.0,4685.9,1425.4,40.0,480.0,12.0,12.4,
05.03.15,4889.5,402.8,189.5,4297.2,1509.4,293.7,57.4,6157.5,112.5,892.1,576.9,352.8,72.8,10.6,4139.8,4342.2,486.0,54.4,6.1,0.8,0.0,4889.5,749.7,48.6,583.7,12.0,13.6,
05.02.15,2749.9,313.1,400.5,2036.3,1729.2,55.5,23.0,3844.0,67.4,1031.1,502.3,352.8,72.8,11.0,1806.7,2442.1,273.4,30.6,3.4,0.4,0.0,2749.9,943.2,43.6,523.5,12.0,25.7,
05.01.15,3664.7,317.4,242.3,3105.0,1414.7,164.3,41.9,4725.9,66.8,781.9,510.9,352.8,72.8,6.4,2934.2,3254.5,364.3,40.8,4.6,0.6,0.0,3664.7,730.5,49.9,598.9,12.0,19.3,
04.30.15,4671.5,325.7,101.7,4244.1,1025.1,142.1,61.2,5472.5,120.4,1185.7,596.8,352.8,72.8,6.6,3137.3,4148.6,464.4,52.0,5.8,0.7,0.0,4671.5,1534.2,47.7,572.9,12.0,13.5,
04.29.15,3757.0,322.6,173.8,3260.6,375.7,551.2,46.4,4233.9,100.4,864.3,461.6,352.8,72.8,4.5,2377.5,3336.4,373.5,41.8,4.7,0.6,0.0,3757.0,1379.5,42.6,511.1,12.0,15.7,
04.28.15,3624.6,321.1,367.8,2935.7,652.3,487.2,49.7,4124.9,115.5,815.2,583.8,352.8,72.8,10.8,2174.0,3218.9,360.3,40.3,4.5,0.6,0.0,3624.6,1450.6,43.6,523.2,12.0,17.8,
04.27.15,3619.3,277.1,210.8,3131.4,1732.2,349.3,61.7,5274.6,87.0,811.8,482.7,352.8,72.8,8.9,3458.6,3214.2,359.8,40.3,4.5,0.6,0.0,3619.3,160.7,40.1,481.6,12.0,15.4,
04.26.15,5437.4,335.4,175.1,4927.0,930.1,449.2,55.5,6361.8,53.8,949.1,477.9,352.8,72.8,8.3,4447.1,4828.8,540.5,60.5,6.8,0.9,0.0,5437.4,990.3,48.8,585.4,12.0,11.9,
04.25.15,5589.4,364.1,153.5,5071.8,505.4,577.7,43.6,6198.5,86.3,795.4,532.0,352.8,72.8,3.7,4355.5,4963.8,555.6,62.2,7.0,0.9,0.0,5589.4,1234.0,45.7,548.9,12.0,10.8,
04.24.15,2593.1,275.3,249.9,2067.9,917.5,221.7,45.9,3253.0,85.4,1064.3,456.6,352.8,72.8,9.4,1211.6,2302.9,257.8,28.9,3.2,0.4,0.0,2593.1,1381.6,42.2,506.0,12.0,24.5,
04.23.15,4094.0,386.5,120.1,3587.4,387.1,35.8,44.0,4054.3,55.2,1183.0,571.7,352.8,72.8,8.7,1810.0,3635.7,407.0,45.6,5.1,0.6,0.0,4094.0,2284.0,46.4,556.4,12.0,15.5,
04.22.15,5027.7,356.9,102.3,4568.4,457.7,447.3,72.4,5545.9,83.0,1081.0,431.8,352.8,72.8,5.1,3519.4,4464.9,499.8,55.9,6.3,0.8,0.0,5027.7,1508.3,46.5,558.2,12.0,12.2,
04.21.15,5711.4,247.9,363.9,5099.6,780.9,220.5,67.3,6168.3,79.9,823.5,560.0,352.8,72.8,6.2,4273.0,5072.1,567.7,63.5,7.1,0.9,0.0,5711.4,1438.4,44.6,534.9,12.0,10.5,
04.20.15,4151.2,336.2,306.4,3508.6,1054.6,219.3,22.6,4805.1,80.1,1021.9,468.2,352.8,72.8,6.8,2802.5,3686.5,412.6,46.2,5.2,0.7,0.0,4151.2,1348.7,43.9,526.6,12.0,15.0,
04.19.15,4400.7,238.7,224.9,3937.1,1737.8,49.9,62.3,5787.1,115.8,1093.8,482.8,352.8,72.8,4.3,3664.8,3908.1,437.4,49.0,5.5,0.7,0.0,4400.7,735.8,46.6,559.4,12.0,14.2,
04.18.15,2521.1,402.9,44.7,2073.6,344.4,434.2,1.5,2853.6,77.1,881.1,549.6,352.8,72.8,10.2,910.0,2238.9,250.6,28.1,3.1,0.4,0.0,2521.1,1611.1,42.7,512.8,12.0,24.7,
04.17.15,2758.5,269.0,122.4,2367.1,1462.5,189.5,26.5,4045.5,122.4,858.8,541.5,352.8,72.8,6.5,2090.8,2449.7,274.2,30.7,3.4,0.4,0.0,2758.5,667.7,40.5,485.7,12.0,20.5,
04.16.15,3199.0,313.3,105.4,2780.4,806.1,242.5,70.3,3899.2,105.9,886.9,578.0,352.8,72.8,5.8,1897.1,2840.9,318.0,35.6,4.0,0.5,0.0,3199.0,1301.9,43.5,522.5,12.0,18.8,
04.15.15,3317.7,242.0,249.6,2826.2,1794.2,532.4,50.0,5202.7,108.0,1203.5,581.7,352.8,72.8,7.8,2876.1,2946.4,329.8,36.9,4.1,0.5,0.0,3317.7,441.6,41.0,491.5,12.0,17.4,
04.14.15,3832.7,423.0,367.5,3042.2,1809.8,507.8,65.3,5425.1,110.0,1197.0,422.5,352.8,72.8,2.4,3267.5,3403.7,381.0,42.6,4.8,0.6,0.0,3832.7,565.2,42.3,507.6,12.0,16.7,
04.13.15,5681.5,393.6,405.5,4882.4,1319.8,65.0,28.4,6295.6,113.8,898.3,426.6,352.8,72.8,8.7,4422.6,5045.5,564.8,63.2,7.1,0.9,0.0,5681.5,1258.9,45.1,541.1,12.0,11.1,
04.12.15,3310.5,273.8,200.3,2836.3,1734.5,174.1,52.0,4796.9,88.7,844.9,485.3,352.8,72.8,9.6,2942.7,2939.9,329.1,36.8,4.1,0.5,0.0,3310.5,367.7,45.7,548.9,12.0,19.4,
04.11.15,5365.8,394.2,272.2,4699.3,492.6,225.7,24.8,5442.5,59.3,815.5,549.7,352.8,72.8,8.8,3583.5,4765.2,533.4,59.7,6.7,0.8,0.0,5365.8,1782.2,40.9,491.0,12.0,10.4,
04.10.15,3380.1,310.7,212.4,2857.0,1656.2,425.6,53.6,4992.4,88.8,870.4,544.5,352.8,72.8,2.2,3060.8,3001.8,336.0,37.6,4.2,0.5,0.0,3380.1,319.3,47.4,568.3,12.0,19.9,
04.09.15,3599.8,312.2,276.7,3010.9,1395.7,565.1,62.2,5033.8,114.3,1036.7,443.3,352.8,72.8,6.0,3007.8,3196.8,357.8,40.1,4.5,0.6,0.0,3599.8,591.9,42.0,504.0,12.0,16.7,
04.08.15,5983.2,243.8,145.3,5594.2,1286.2,321.2,11.3,7212.8,72.0,819.2,578.0,352.8,72.8,3.4,5314.5,5313.5,594.8,66.6,7.5,0.9,0.0,5983.2,668.7,43.3,519.0,12.0,9.3,
04.07.15,5991.8,253.1,432.7,5306.0,944.4,537.0,43.0,6830.4,88.4,908.8,603.3,352.8,72.8,4.6,4799.8,5321.1,595.6,66.7,7.5,0.9,0.0,5991.8,1192.1,49.7,596.6,12.0,11.2,
04.06.15,3215.7,248.4,293.3,2674.0,1442.4,549.3,67.5,4733.2,101.3,1159.0,454.2,352.8,72.8,8.5,2584.6,2855.8,319.7,35.8,4.0,0.5,0.0,3215.7,631.1,44.3,531.9,12.0,19.9,
04.05.15,4567.6,230.6,379.8,3957.2,1456.0,267.4,23.5,5704.1,63.7,877.5,533.2,352.8,72.8,9.4,3794.7,4056.3,454.0,50.8,5.7,0.7,0.0,4567.6,772.9,41.2,494.2,12.0,12.5,
04.04.15,3418.4,228.4,62.3,3127.7,1677.5,195.6,68.4,5069.2,123.1,1202.7,577.7,352.8,72.8,6.3,2733.7,3035.7,339.8,38.0,4.3,0.5,0.0,3418.4,684.6,49.8,597.4,12.0,19.1,
04.03.15,4605.7,350.9,99.5,4155.3,1258.3,160.4,69.8,5643.8,73.6,766.9,575.7,352.8,72.8,5.9,3796.1,4090.2,457.8,51.2,5.7,0.7,0.0,4605.7,809.6,48.8,585.7,12.0,14.1,
04.02.15,3612.9,325.8,214.8,3072.3,1068.4,457.0,4.5,4602.2,91.0,870.4,548.4,352.8,72.8,9.1,2657.7,3208.5,359.1,40.2,4.5,0.6,0.0,3612.9,955.3,50.0,599.5,12.0,19.5,
04.01.15,3031.0,425.1,96.9,2509.0,528.4,64.2,61.8,3163.4,84.0,909.8,520.9,352.8,72.8,8.4,1214.7,2691.7,301.3,33.7,3.8,0.5,0.0,3031.0,1816.3,41.4,497.1,12.0,19.8,
03.31.15,2729.3,358.8,370.2,2000.2,542.5,68.4,15.2,2626.2,82.2,1173.6,439.2,352.8,72.8,5.0,500.7,2423.8,271.3,30.4,3.4,0.4,0.0,2729.3,2228.6,41.8,501.9,12.0,25.1,
03.30.15,5707.1,254.7,114.6,5337.9,1414.1,81.5,12.9,6846.5,72.1,909.9,545.8,352.8,72.8,9.4,4883.7,5068.3,567.3,63.5,7.1,0.9,0.0,5707.1,823.4,43.5,522.3,12.0,9.8,
03.29.15,3896.7,290.4,399.1,3207.1,297.2,55.4,4.6,3564.4,122.9,895.9,470.7,352.8,72.8,9.7,1639.6,3460.5,387.3,43.4,4.9,0.6,0.0,3896.7,2257.1,43.9,526.3,12.0,16.4,
03.28.15,3845.5,417.0,404.2,3024.3,1470.2,179.7,48.8,4723.0,118.5,849.9,579.2,352.8,72.8,2.9,2746.9,3415.0,382.3,42.8,4.8,0.6,0.0,3845.5,1098.5,45.2,542.2,12.0,17.9,
03.27.15,3120.5,255.0,376.0,2489.4,387.3,525.2,27.2,3429.1,97.7,1083.1,558.6,352.8,72.8,5.7,1258.4,2771.2,310.2,34.7,3.9,0.5,0.0,3120.5,1862.1,42.4,508.5,12.0,20.4,
03.26.15,4483.9,263.2,44.3,4176.4,935.6,108.4,57.9,5278.2,80.6,816.2,531.1,352.8,72.8,7.8,3417.0,3982.0,445.7,49.9,5.6,0.7,0.0,4483.9,1066.9,48.8,585.9,12.0,14.0,
03.25.15,5343.4,324.3,253.3,4765.7,1225.4,565.2,53.7,6610.0,60.3,917.8,476.6,352.8,72.8,5.5,4724.2,4745.3,531.2,59.5,6.7,0.8,0.0,5343.4,619.1,49.0,587.5,12.0,12.3,
03.24.15,4038.6,343.4,219.7,3475.5,668.1,163.0,39.7,4346.3,85.1,971.1,510.0,352.8,72.8,8.2,2346.3,3586.5,401.5,44.9,5.0,0.6,0.0,4038.6,1692.3,45.6,547.6,12.0,15.8,
03.23.15,4824.1,268.4,152.0,4403.7,1121.0,578.5,64.0,6167.2,75.3,1100.2,446.1,352.8,72.8,4.1,4116.0,4284.2,479.5,53.7,6.0,0.8,0.0,4824.1,708.2,44.8,537.2,12.0,12.2,
03.22.15,5504.8,316.3,393.2,4795.2,1737.3,200.0,41.3,6773.8,124.7,923.3,521.4,352.8,72.8,8.3,4770.5,4888.6,547.2,61.2,6.9,0.9,0.0,5504.8,734.3,49.9,598.2,12.0,12.5,
03.21.15,4767.3,312.1,258.6,4196.7,680.9,389.1,10.6,5277.3,53.7,999.3,593.6,352.8,72.8,4.2,3200.9,4233.7,473.9,53.0,5.9,0.7,0.0,4767.3,1566.4,41.3,495.7,12.0,11.8,
03.20.15,3199.6,275.0,49.6,2875.0,1428.4,540.0,75.1,4918.4,111.1,827.5,577.8,352.8,72.8,2.6,2973.8,2841.4,318.1,35.6,4.0,0.5,0.0,3199.6,225.8,42.4,508.7,12.0,17.7,
03.19.15,5166.4,341.6,174.2,4650.6,732.4,260.0,61.7,5704.7,52.8,907.3,551.6,352.8,72.8,5.4,3762.0,4588.1,513.6,57.5,6.4,0.8,0.0,5166.4,1404.3,40.4,484.7,12.0,10.4,
03.18.15,4836.6,305.6,401.7,4129.3,1528.7,51.8,3.7,5713.5,57.6,845.1,588.8,352.8,72.8,8.6,3787.8,4295.2,480.8,53.8,6.0,0.8,0.0,4836.6,1048.7,43.6,523.5,12.0,12.7,
03.17.15,5638.0,349.6,251.1,5037.4,1620.5,339.9,62.5,7060.1,75.1,827.2,564.7,352.8,72.8,5.5,5162.1,5006.9,560.4,62.7,7.0,0.9,0.0,5638.0,475.9,48.4,580.6,12.0,11.5,
03.16.15,2703.2,398.4,157.3,2147.5,477.7,46.0,6.1,2677.3,85.4,1058.9,450.2,352.8,72.8,6.0,651.2,2400.7,268.7,30.1,3.4,0.4,0.0,2703.2,2052.1,43.0,516.2,12.0,24.0,
03.15.15,5740.9,264.1,65.6,5411.3,1254.1,542.2,66.4,7274.0,79.6,755.1,585.2,352.8,72.8,10.6,5417.9,5098.3,570.7,63.9,7.2,0.9,0.0,5740.9,323.0,43.7,524.6,12.0,9.7,
03.14.15,2797.6,355.4,214.0,2228.2,1330.0,452.5,37.4,4048.1,88.1,1140.5,481.6,352.8,72.8,6.6,1905.8,2484.5,278.1,31.1,3.5,0.4,0.0,2797.6,891.8,42.8,513.8,12.0,23.1,
03.13.15,5065.0,369.4,343.0,4352.5,1516.9,188.2,21.5,6079.1,103.5,1067.2,602.6,352.8,72.8,8.6,3871.5,4498.0,503.5,56.4,6.3,0.8,0.0,5065.0,1193.4,46.3,555.7,12.0,12.8,
03.12.15,3063.1,398.5,115.1,2549.4,747.5,244.3,0.1,3541.3,97.8,941.4,517.8,352.8,72.8,6.0,1552.6,2720.2,304.5,34.1,3.8,0.5,0.0,3063.1,1510.5,49.0,587.7,12.0,23.1,
03.11.15,3527.3,257.2,92.2,3177.9,1485.4,582.2,37.3,5282.8,93.6,1185.5,595.1,352.8,72.8,7.7,2975.2,3132.4,350.6,39.2,4.4,0.6,0.0,3527.3,552.0,43.3,519.3,12.0,16.3,
03.10.15,2780.6,438.0,163.2,2179.5,1063.3,508.4,12.9,3764.1,94.2,905.8,523.6,352.8,72.8,8.3,1806.5,2469.3,276.4,30.9,3.5,0.4,0.0,2780.6,974.1,40.2,482.5,12.0,22.1,
03.09.15,4204.0,356.2,104.5,3743.3,313.2,562.1,64.2,4682.9,77.7,948.5,522.6,352.8,72.8,2.6,2705.8,3733.4,417.9,46.8,5.2,0.7,0.0,4204.0,1498.1,43.7,524.3,12.0,14.0,
03.08.15,4511.3,268.9,409.5,3833.0,453.2,355.5,73.8,4715.5,93.7,1120.1,493.3,352.8,72.8,9.1,2573.7,4006.4,448.4,50.2,5.6,0.7,0.0,4511.3,1937.6,42.4,509.2,12.0,13.3,
03.07.15,4168.3,349.4,203.5,3615.4,699.4,557.3,22.8,4894.9,59.1,1133.5,425.7,352.8,72.8,3.1,2847.8,3701.8,414.4,46.4,5.2,0.7,0.0,4168.3,1320.5,42.8,513.9,12.0,14.2,
03.06.15,5900.7,227.4,313.1,5360.2,1487.9,106.6,52.3,7007.1,74.3,1163.2,482.8,352.8,72.8,6.5,4854.6,5240.2,586.6,65.7,7.3,0.9,0.0,5900.7,1046.1,45.6,547.0,12.0,10.2,
03.05.15,3688.3,270.0,310.8,3107.5,969.6,373.9,9.4,4460.4,51.6,1134.2,554.3,352.8,72.8,6.9,2287.8,3275.4,366.6,41.0,4.6,0.6,0.0,3688.3,1400.5,44.7,536.5,12.0,17.3,
03.04.15,4610.6,371.0,82.0,4157.5,682.2,243.4,23.2,5106.3,69.0,957.7,578.0,352.8,72.8,8.1,3067.9,4094.5,458.3,51.3,5.7,0.7,0.0,4610.6,1542.6,40.5,486.3,12.0,11.7,
03.03.15,4314.8,346.6,241.7,3726.5,1143.8,568.9,45.4,5484.7,122.3,764.7,479.4,352.8,72.8,4.2,3688.5,3831.9,428.9,48.0,5.4,0.7,0.0,4314.8,626.3,45.8,549.1,12.0,14.7,
03.02.15,3166.3,295.1,375.8,2495.5,1526.9,438.7,38.8,4499.9,116.3,1191.4,502.3,352.8,72.8,10.1,2254.2,2811.9,314.7,35.2,3.9,0.5,0.0,3166.3,912.2,48.7,584.6,12.0,23.4,
03.01.15,4423.0,253.7,366.6,3802.8,535.4,359.7,65.4,4763.2,86.6,1037.2,434.2,352.8,72.8,2.4,2777.1,3927.9,439.7,49.2,5.5,0.7,0.0,4423.0,1645.9,42.7,512.2,12.0,13.5,
02.28.15,4713.2,231.8,50.7,4430.7,1590.0,365.2,52.0,6437.9,54.6,957.6,586.7,352.8,72.8,2.7,4410.7,4185.6,468.5,52.4,5.9,0.7,0.0,4713.2,302.5,45.5,546.6,12.0,12.3,
02.27.15,5556.0,354.2,409.0,4792.8,926.5,393.3,22.3,6135.0,55.0,883.0,599.9,352.8,72.8,3.8,4167.6,4934.1,552.3,61.8,6.9,0.9,0.0,5556.0,1388.5,46.4,557.3,12.0,11.6,
02.26.15,3078.2,229.6,295.0,2553.6,1148.4,256.8,18.2,3977.1,85.3,909.0,455.0,352.8,72.8,10.0,2092.2,2733.7,306.0,34.3,3.8,0.5,0.0,3078.2,986.1,49.6,595.0,12.0,23.3,
02.25.15,5377.3,315.1,73.2,4989.0,1313.1,3.4,29.5,6335.0,90.7,1066.4,576.1,352.8,72.8,3.1,4173.1,4775.4,534.5,59.8,6.7,0.8,0.0,5377.3,1204.2,45.1,541.7,12.0,10.9,
02.24.15,4983.9,361.6,257.2,4365.0,366.6,15.7,28.2,4775.5,95.4,908.2,505.9,352.8,72.8,8.7,2831.7,4426.0,495.4,55.5,6.2,0.8,0.0,4983.9,2152.1,49.3,591.8,12.0,13.6,
02.23.15,4668.1,336.9,143.8,4187.4,1486.5,487.2,31.2,6192.4,60.4,1034.7,546.8,352.8,72.8,5.8,4119.1,4145.6,464.0,51.9,5.8,0.7,0.0,4668.1,549.0,43.3,519.4,12.0,12.4,
02.22.15,4961.6,316.0,287.3,4358.3,668.0,508.2,10.9,5545.5,55.2,948.6,599.2,352.8,72.8,7.4,3509.4,4406.2,493.2,55.2,6.2,0.8,0.0,4961.6,1452.2,49.0,587.8,12.0,13.5,
02.21.15,2934.0,328.2,117.8,2488.0,842.4,423.4,41.4,3795.1,114.4,949.5,439.0,352.8,72.8,7.9,1858.8,2605.6,291.6,32.6,3.7,0.5,0.0,2934.0,1075.2,44.4,533.3,12.0,21.4,
02.20.15,4211.0,297.4,263.1,3650.5,1663.4,416.1,18.8,5748.7,85.4,1027.3,602.5,352.8,72.8,9.3,3598.5,3739.7,418.6,46.9,5.2,0.7,0.0,4211.0,612.6,48.5,581.9,12.0,15.9,
02.19.15,4809.6,423.4,193.2,4193.0,1592.1,58.5,57.0,5900.7,110.7,1176.2,437.8,352.8,72.8,8.8,3741.5,4271.2,478.1,53.5,6.0,0.8,0.0,4809.6,1068.1,43.2,519.0,12.0,12.4,
02.18.15,3419.7,284.3,81.4,3054.0,417.4,192.9,12.6,3676.9,102.3,1010.7,505.8,352.8,72.8,10.4,1622.1,3036.9,339.9,38.1,4.3,0.5,0.0,3419.7,1797.7,49.7,595.8,12.0,19.5,
02.17.15,3851.1,406.7,295.7,3148.6,303.3,195.2,62.3,3709.3,108.8,955.0,422.7,352.8,72.8,6.4,1790.8,3420.0,382.8,42.8,4.8,0.6,0.0,3851.1,2060.3,43.3,519.9,12.0,16.5,
02.16.15,5022.7,399.7,337.0,4286.1,676.4,508.0,49.0,5519.5,90.3,1027.0,449.6,352.8,72.8,5.6,3521.3,4460.5,499.3,55.9,6.3,0.8,0.0,5022.7,1501.5,48.7,584.5,12.0,13.6,
02.15.15,3753.7,297.2,296.1,3160.4,334.1,295.4,33.9,3823.9,87.6,937.9,528.0,352.8,72.8,7.9,1836.9,3333.5,373.1,41.8,4.7,0.6,0.0,3753.7,1916.8,41.3,495.8,12.0,15.7,
02.14.15,5595.0,276.8,327.4,4990.7,513.8,196.8,37.2,5738.6,73.5,1199.7,495.0,352.8,72.8,4.8,3540.0,4968.7,556.2,62.3,7.0,0.9,0.0,5595.0,2054.9,48.8,585.4,12.0,11.7,
02.13.15,4921.2,249.8,294.6,4376.9,884.6,362.1,2.0,5625.6,65.0,1050.8,433.6,352.8,72.8,9.2,3641.4,4370.4,489.2,54.8,6.1,0.8,0.0,4921.2,1279.8,41.4,497.0,12.0,11.4,
02.12.15,3845.4,281.0,371.6,3192.7,1441.5,412.6,73.6,5120.5,70.7,857.8,473.0,352.8,72.8,7.0,3286.3,3414.9,382.2,42.8,4.8,0.6,0.0,3845.4,559.1,47.2,566.6,12.0,17.7,
02.11.15,3986.2,434.6,175.2,3376.3,574.1,273.1,57.6,4281.2,90.6,764.7,533.0,352.8,72.8,5.8,2461.6,3540.0,396.2,44.4,5.0,0.6,0.0,3986.2,1524.6,43.9,527.1,12.0,15.6,
02.10.15,4753.8,327.2,259.9,4166.7,1300.0,320.9,53.9,5841.5,85.0,835.0,465.1,352.8,72.8,6.0,4024.7,4221.6,472.5,52.9,5.9,0.7,0.0,4753.8,729.0,44.2,530.2,12.0,12.7,
02.09.15,3595.8,369.9,147.8,3078.1,1380.1,424.8,43.0,4926.0,121.5,821.4,576.8,352.8,72.8,9.3,2971.4,3193.3,357.4,40.0,4.5,0.6,0.0,3595.8,624.4,44.3,532.1,12.0,17.3,
